time,open,high,low,close,volume,ticker
2014-07-28,36970,37260,36430,36970,224320,VNM
2014-07-29,37260,37530,36970,37260,119310,VNM
2014-07-30,37260,37260,36700,36970,110970,VNM
2014-07-31,37260,37260,36970,37260,88370,VNM
2014-08-01,36970,37260,36970,36970,130160,VNM
2014-08-04,36970,37530,36970,37530,104770,VNM
2014-08-05,37530,37810,37260,37530,100530,VNM
2014-08-06,37810,37810,37530,37810,60980,VNM
2014-08-07,37810,38350,37810,38350,247390,VNM
2014-08-08,38350,38620,38070,38350,273930,VNM
2014-08-11,38350,38350,37810,37810,255340,VNM
2014-08-12,37530,37810,37260,37530,265420,VNM
2014-08-13,37530,38860,37530,37860,742340,VNM
2014-08-14,37860,38520,37860,38520,444600,VNM
2014-08-15,38520,38860,38190,38520,237860,VNM
2014-08-18,38520,38520,37860,38190,207280,VNM
2014-08-19,37860,38190,37530,37860,244000,VNM
2014-08-20,37530,37860,37200,37200,215940,VNM
2014-08-21,37530,37860,37200,37530,173720,VNM
2014-08-22,37530,37860,37200,37530,236600,VNM
2014-08-25,37530,37860,37200,37200,376100,VNM
2014-08-26,37530,37860,37200,37200,202450,VNM
2014-08-27,37530,37530,37200,37200,89690,VNM
2014-08-28,37200,37530,36860,36860,178150,VNM
2014-08-29,36860,37200,36860,36860,120030,VNM
2014-09-03,37200,37530,36860,37200,172300,VNM
2014-09-04,37200,37530,36860,36860,64370,VNM
2014-09-05,37200,37200,36860,36860,255710,VNM
2014-09-08,36860,37200,36540,36860,219940,VNM
2014-09-09,37200,37200,35860,36540,326820,VNM
2014-09-10,36200,36540,35860,36200,180560,VNM
2014-09-11,36200,36540,35860,36200,82750,VNM
2014-09-12,36200,36540,35860,36200,95110,VNM
2014-09-15,36200,36200,35530,35860,229470,VNM
2014-09-16,35860,36200,35530,35860,81710,VNM
2014-09-17,35860,36200,35530,35530,100720,VNM
2014-09-18,35530,35860,35200,35530,165280,VNM
2014-09-19,35200,35530,35200,35200,61020,VNM
2014-09-22,35200,36200,35200,35860,138640,VNM
2014-09-23,35530,35860,35530,35860,127910,VNM
2014-09-24,35530,35860,35200,35200,60730,VNM
2014-09-25,35200,35530,34880,35200,114700,VNM
2014-09-26,35530,35530,34880,35200,112450,VNM
2014-09-29,35200,35200,34880,34880,84300,VNM
2014-09-30,34880,35200,34540,34880,217550,VNM
2014-10-01,35200,35860,34880,35530,166100,VNM
2014-10-02,35530,35860,35200,35860,87900,VNM
2014-10-03,35530,35860,35200,35530,195200,VNM
2014-10-06,35200,35530,34880,35530,259250,VNM
2014-10-07,35530,35530,35200,35200,129900,VNM
2014-10-08,35200,37200,35200,36540,424990,VNM
2014-10-09,36540,37200,36200,36540,212200,VNM
2014-10-10,36540,36540,35860,36540,136560,VNM
2014-10-13,36200,36540,35860,36200,89590,VNM
2014-10-14,36200,36200,35860,35860,106900,VNM
2014-10-15,35860,35860,35200,35200,201610,VNM
2014-10-16,35530,35860,34880,34880,292800,VNM
2014-10-17,34880,35530,34540,35530,147420,VNM
2014-10-20,35530,35530,34880,35200,63930,VNM
2014-10-21,35200,35860,34880,35530,172480,VNM
2014-10-22,35530,35860,35200,35530,92200,VNM
2014-10-23,35530,35860,35200,35530,149160,VNM
2014-10-24,35530,35530,34880,35200,95410,VNM
2014-10-27,34880,35200,34540,34540,131430,VNM
2014-10-28,34540,34880,34210,34210,110280,VNM
2014-10-29,34540,34880,33880,34540,238380,VNM
2014-10-30,34540,34880,34540,34540,49530,VNM
2014-10-31,34540,34880,34540,34880,35750,VNM
2014-11-03,34880,35200,34880,34880,81050,VNM
2014-11-04,34880,35200,34880,34880,134860,VNM
2014-11-05,34540,34880,34210,34540,163990,VNM
2014-11-06,34540,34880,34540,34540,57790,VNM
2014-11-07,34540,34880,34540,34540,90070,VNM
2014-11-10,34880,34880,34540,34540,105440,VNM
2014-11-11,34880,34880,34540,34540,82660,VNM
2014-11-12,34880,34880,34540,34540,64430,VNM
2014-11-13,34880,34880,34540,34540,68060,VNM
2014-11-14,34540,34880,34210,34540,113180,VNM
2014-11-17,34540,34880,34210,34540,87210,VNM
2014-11-18,34540,34540,34210,34210,98550,VNM
2014-11-19,34210,34540,33550,33550,136680,VNM
2014-11-20,33880,33880,33550,33550,78550,VNM
2014-11-21,33550,33880,33550,33550,73130,VNM
2014-11-24,33550,33550,33040,33200,93240,VNM
2014-11-25,33200,33550,33200,33200,91590,VNM
2014-11-26,33200,33550,32870,33200,76560,VNM
2014-11-27,33200,33200,32870,33040,90390,VNM
2014-11-28,32870,33040,32710,32870,111560,VNM
2014-12-01,32710,33040,32560,33040,50300,VNM
2014-12-02,33040,33200,33040,33040,40720,VNM
2014-12-03,33040,33200,33040,33200,29930,VNM
2014-12-04,33200,33550,33040,33550,54480,VNM
2014-12-05,33200,33550,33040,33040,48030,VNM
2014-12-08,33200,33200,33040,33040,46290,VNM
2014-12-09,33040,33200,32710,32710,153170,VNM
2014-12-10,32870,32870,32560,32870,51450,VNM
2014-12-11,32710,32870,32560,32870,27620,VNM
2014-12-12,32710,32870,32710,32870,36450,VNM
2014-12-15,32870,32870,32710,32710,46150,VNM
2014-12-16,32710,32710,32210,32380,92140,VNM
2014-12-17,32380,32560,30720,30720,232620,VNM
2014-12-18,30720,31220,30720,31220,103250,VNM
2014-12-19,31220,31370,30720,31220,135270,VNM
2014-12-22,31220,31220,30890,31060,90260,VNM
2014-12-23,31370,32710,30890,31710,245020,VNM
2014-12-24,31890,31890,31370,31550,79670,VNM
2014-12-25,31370,31890,31220,31370,89620,VNM
2014-12-26,31550,31550,31060,31220,109890,VNM
2014-12-29,31220,31370,30890,31220,97060,VNM
2014-12-30,31220,31220,30890,31220,50370,VNM
2014-12-31,31550,31710,31370,31710,102210,VNM
2015-01-05,31890,32060,31710,31890,70290,VNM
2015-01-06,31890,32210,31550,31890,100890,VNM
2015-01-07,31890,32710,31890,32560,194130,VNM
2015-01-08,32560,32870,32380,32710,70650,VNM
2015-01-09,33040,34210,32870,34210,290390,VNM
2015-01-12,34210,34210,33200,33200,148470,VNM
2015-01-13,33200,33880,33040,33880,84550,VNM
2015-01-14,34210,34210,33200,33550,87550,VNM
2015-01-15,33550,33550,33040,33200,86090,VNM
2015-01-16,33200,33200,33040,33200,33740,VNM
2015-01-19,33200,33200,32870,33040,60950,VNM
2015-01-20,32710,33550,32710,33200,70940,VNM
2015-01-21,33550,33880,33040,33200,80930,VNM
2015-01-22,33200,33550,33040,33040,42690,VNM
2015-01-23,33200,33550,32870,33200,82550,VNM
2015-01-26,33200,33550,33040,33040,115330,VNM
2015-01-27,33040,34540,33040,33880,259390,VNM
2015-01-28,33550,34210,33550,33550,82050,VNM
2015-01-29,33550,34880,33550,34880,402090,VNM
2015-01-30,34880,34880,34210,34540,145680,VNM
2015-02-02,34540,34880,34210,34210,87980,VNM
2015-02-03,34210,34540,33550,33550,172560,VNM
2015-02-04,33550,34210,33200,34210,97720,VNM
2015-02-05,34210,34880,33880,34210,155580,VNM
2015-02-06,34210,34540,34210,34210,49540,VNM
2015-02-09,34210,34540,33880,34540,97400,VNM
2015-02-10,34210,34540,34210,34210,77410,VNM
2015-02-11,34210,34880,34210,34880,185920,VNM
2015-02-12,34540,34880,34540,34880,58830,VNM
2015-02-13,34880,35200,34540,35200,145600,VNM
2015-02-24,35200,35530,35200,35530,103010,VNM
2015-02-25,35530,36200,35530,36200,175760,VNM
2015-02-26,35860,36540,35860,35860,157380,VNM
2015-02-27,36200,36200,35530,35860,83040,VNM
2015-03-02,36200,36200,35530,35530,103370,VNM
2015-03-03,35530,35860,35200,35860,115960,VNM
2015-03-04,35860,36200,35530,36200,74470,VNM
2015-03-05,36200,36200,35530,35860,91750,VNM
2015-03-06,35860,36200,35530,35530,114590,VNM
2015-03-09,35530,35860,35530,35530,70350,VNM
2015-03-10,35530,35860,35530,35860,144290,VNM
2015-03-11,35860,36200,35530,35860,163880,VNM
2015-03-12,35860,36200,35530,36200,130340,VNM
2015-03-13,35860,36200,35530,35860,163620,VNM
2015-03-16,35860,36200,35860,36200,153740,VNM
2015-03-17,36200,36200,35860,36200,68270,VNM
2015-03-18,35860,36200,35860,36200,86590,VNM
2015-03-19,35860,36200,35530,35860,116820,VNM
2015-03-20,35530,35860,35530,35530,81770,VNM
2015-03-23,35530,35860,35200,35530,111710,VNM
2015-03-24,35530,35530,35200,35530,95440,VNM
2015-03-25,35530,35530,34880,35530,91770,VNM
2015-03-26,35200,35530,34880,35530,97830,VNM
2015-03-27,35200,35530,34880,34880,80360,VNM
2015-03-30,35200,35200,34540,34880,71360,VNM
2015-03-31,34880,35200,34540,35200,92160,VNM
2015-04-01,35200,35200,34540,34880,151380,VNM
2015-04-02,34540,35200,34540,35200,97120,VNM
2015-04-03,34880,35200,34540,34880,56560,VNM
2015-04-06,34880,35200,34540,34540,85560,VNM
2015-04-07,34540,35200,34540,35200,115100,VNM
2015-04-08,35200,35530,35200,35200,146070,VNM
2015-04-09,35200,35530,35200,35200,74090,VNM
2015-04-10,35200,36200,35200,35860,232440,VNM
2015-04-13,36540,36860,35860,36540,275880,VNM
2015-04-14,36540,36860,36200,36540,200810,VNM
2015-04-15,36540,36540,35860,36200,128590,VNM
2015-04-16,36200,36200,35860,35860,70620,VNM
2015-04-17,35860,36200,35860,35860,60780,VNM
2015-04-20,36200,36200,35530,35860,131470,VNM
2015-04-21,35860,36200,35530,35860,45020,VNM
2015-04-22,35860,36200,35530,35860,45490,VNM
2015-04-23,35860,36200,35860,35860,48320,VNM
2015-04-24,36200,36200,35860,36200,136810,VNM
2015-04-27,36200,36200,35860,35860,75170,VNM
2015-05-04,35530,35860,35200,35200,161370,VNM
2015-05-05,35200,35200,34540,35200,212020,VNM
2015-05-06,35200,35530,34880,35200,118270,VNM
2015-05-07,35200,35860,34880,35200,99090,VNM
2015-05-08,35200,35530,35200,35200,72340,VNM
2015-05-11,35200,35530,34880,35200,86210,VNM
2015-05-12,35200,35530,34880,34880,59710,VNM
2015-05-13,34880,35200,34880,34880,45230,VNM
2015-05-14,34880,35200,34540,34880,90950,VNM
2015-05-15,34880,35200,34540,34880,98340,VNM
2015-05-18,34540,34880,34210,34880,88910,VNM
2015-05-19,34540,34880,34540,34880,46220,VNM
2015-05-20,34540,35530,34540,35530,183590,VNM
2015-05-21,35530,35530,34880,35200,70130,VNM
2015-05-22,35200,35530,35200,35530,46510,VNM
2015-05-25,35530,35530,34880,35200,98370,VNM
2015-05-26,35200,35200,34880,35200,96200,VNM
2015-05-27,34880,35200,34880,35200,59630,VNM
2015-05-28,34880,35200,34880,35200,40000,VNM
2015-05-29,35200,35200,34880,34880,54090,VNM
2015-06-01,35200,35530,34880,35200,124300,VNM
2015-06-02,35200,35200,34880,35200,30810,VNM
2015-06-03,35200,35530,34880,35200,115560,VNM
2015-06-04,35200,35860,35200,35530,89660,VNM
2015-06-05,35530,35860,35200,35530,72050,VNM
2015-06-08,35530,35860,35530,35860,63350,VNM
2015-06-09,35860,35860,35530,35530,64760,VNM
2015-06-10,35530,35860,35200,35530,59460,VNM
2015-06-11,35530,35860,35530,35860,144380,VNM
2015-06-12,35860,36210,35520,35860,86640,VNM
2015-06-15,35860,35860,35520,35860,39900,VNM
2015-06-16,35860,35860,35200,35520,74940,VNM
2015-06-17,35520,35860,35200,35520,101620,VNM
2015-06-18,35520,35860,35520,35860,117570,VNM
2015-06-19,36210,36550,35860,36210,499620,VNM
2015-06-22,36870,37900,36550,37900,736130,VNM
2015-06-23,37900,38240,37230,37560,251260,VNM
2015-06-24,37230,37560,36870,36870,245100,VNM
2015-06-25,36870,37560,36550,37560,258240,VNM
2015-06-26,37230,39260,37230,38570,1019860,VNM
2015-06-29,38570,38920,38240,38570,310320,VNM
2015-06-30,38240,38570,37900,38240,370020,VNM
2015-07-01,38240,38920,38240,38570,365250,VNM
2015-07-02,38570,38920,38240,38570,158820,VNM
2015-07-03,38570,38920,38240,38920,138790,VNM
2015-07-06,38920,39920,38920,39260,634580,VNM
2015-07-07,39260,39590,38920,39590,218990,VNM
2015-07-08,39590,39590,38570,38920,271740,VNM
2015-07-09,38570,39260,38570,38920,171970,VNM
2015-07-10,38920,39260,38570,38920,178760,VNM
2015-07-13,39590,39590,39260,39590,336670,VNM
2015-07-14,39590,39920,39260,39920,311610,VNM
2015-07-15,39920,40270,39590,39920,363400,VNM
2015-07-16,39920,39920,39260,39590,272910,VNM
2015-07-17,39590,39920,39260,39590,304130,VNM
2015-07-20,39590,39590,38920,39260,189980,VNM
2015-07-21,39260,39590,39260,39590,107860,VNM
2015-07-22,39590,40270,39260,40270,490550,VNM
2015-07-23,40600,41970,40600,41280,1141320,VNM
2015-07-24,41630,41630,40940,41280,406120,VNM
2015-07-27,40940,41280,40600,41280,325470,VNM
2015-07-28,41280,41630,40940,40940,341670,VNM
2015-07-29,40940,41280,40600,40940,275430,VNM
2015-07-30,40940,40940,40270,40270,220450,VNM
2015-07-31,40270,40940,39920,40600,403180,VNM
2015-08-03,40600,40600,39920,40270,270000,VNM
2015-08-04,40270,40270,39590,39590,502300,VNM
2015-08-05,40010,40640,40010,40440,433800,VNM
2015-08-06,40640,41480,40440,40850,492470,VNM
2015-08-07,41070,42120,40850,42120,609920,VNM
2015-08-10,42960,45070,42960,45070,954290,VNM
2015-08-11,45490,45910,44230,44230,438130,VNM
2015-08-12,43790,44230,42960,43380,714920,VNM
2015-08-13,43380,44230,42960,44230,612320,VNM
2015-08-14,44230,45070,43790,44230,471740,VNM
2015-08-17,44230,44230,42960,43380,387090,VNM
2015-08-18,43380,43790,42540,43380,510930,VNM
2015-08-19,42960,43790,42540,43790,387520,VNM
2015-08-20,43380,43790,42960,42960,282500,VNM
2015-08-21,42120,42540,41280,42540,696170,VNM
2015-08-24,41920,41920,39590,39810,1180510,VNM
2015-08-25,38750,41480,38750,40440,799280,VNM
2015-08-26,40640,42540,40640,42120,484130,VNM
2015-08-27,42120,42540,41690,41920,254220,VNM
2015-08-28,42120,42540,41690,42540,451290,VNM
2015-08-31,42540,43380,41920,42120,296400,VNM
2015-09-01,42120,42540,41920,41920,296390,VNM
2015-09-03,41920,42120,41280,41690,262480,VNM
2015-09-04,41690,41690,41280,41480,137720,VNM
2015-09-07,41280,41480,40850,40850,338230,VNM
2015-09-08,40640,41280,40640,40850,367250,VNM
2015-09-09,41280,41280,40850,41070,188690,VNM
2015-09-10,41280,42120,41070,41920,273840,VNM
2015-09-11,41920,42120,41480,41480,142810,VNM
2015-09-14,41280,41480,41070,41070,148920,VNM
2015-09-15,41070,41480,40850,41070,290770,VNM
2015-09-16,41070,41280,40850,41070,163800,VNM
2015-09-17,41070,41280,40850,41070,263860,VNM
2015-09-18,41280,41690,41280,41480,224860,VNM
2015-09-21,41480,41920,41280,41690,214630,VNM
2015-09-22,41690,42960,41690,42960,666280,VNM
2015-09-23,42960,43790,42540,42540,388170,VNM
2015-09-24,42540,42540,42120,42120,262400,VNM
2015-09-25,42120,42540,41920,42540,184590,VNM
2015-09-28,42540,43380,42540,42960,365490,VNM
2015-09-29,42540,42540,41920,42120,259210,VNM
2015-09-30,42120,42960,42120,42120,129690,VNM
2015-10-01,42120,42540,42120,42540,201320,VNM
2015-10-02,42120,42540,42120,42120,158180,VNM
2015-10-05,42540,43790,42120,43380,851310,VNM
2015-10-06,43790,44230,42960,43380,378660,VNM
2015-10-07,42960,43380,42540,42960,400070,VNM
2015-10-08,42960,43380,42540,42540,408300,VNM
2015-10-09,42540,43380,42540,42540,319980,VNM
2015-10-12,42540,42960,42120,42540,349150,VNM
2015-10-13,42540,42960,42540,42960,281090,VNM
2015-10-14,44640,45910,44230,44640,2049450,VNM
2015-10-15,44640,44640,43790,44230,416380,VNM
2015-10-16,44230,45490,44230,44640,850360,VNM
2015-10-19,45070,47180,44640,46750,1296760,VNM
2015-10-20,47180,48440,46750,47180,1153180,VNM
2015-10-21,46750,48010,46750,47580,725530,VNM
2015-10-22,47180,48010,47180,48010,496060,VNM
2015-10-23,48010,48440,47580,48440,571020,VNM
2015-10-26,48850,49280,47580,47580,766000,VNM
2015-10-27,48010,48440,47580,48010,393940,VNM
2015-10-28,48440,48850,48010,48010,366330,VNM
2015-10-29,48440,50120,48440,50120,1151780,VNM
2015-10-30,50120,50540,49280,49700,592790,VNM
2015-11-02,49700,50120,48850,49280,715500,VNM
2015-11-03,50960,52230,50120,51800,2358440,VNM
2015-11-04,52230,52640,51800,51800,444780,VNM
2015-11-05,52230,54340,51800,53910,922470,VNM
2015-11-06,54340,56020,53490,54340,1660510,VNM
2015-11-09,54340,54750,53060,53490,733490,VNM
2015-11-10,53490,54340,53060,53910,649930,VNM
2015-11-11,53490,55590,53490,54750,833270,VNM
2015-11-12,54750,55590,53910,55590,546030,VNM
2015-11-13,55590,58120,55590,57700,988430,VNM
2015-11-16,57700,58970,57700,58970,924150,VNM
2015-11-17,58970,58970,56020,56440,1871240,VNM
2015-11-18,56020,56850,54750,55590,1392690,VNM
2015-11-19,55590,56440,54750,54750,966290,VNM
2015-11-20,54750,56020,54750,55180,708850,VNM
2015-11-23,56020,56020,53060,53490,1692040,VNM
2015-11-24,53490,53910,50960,51800,2567070,VNM
2015-11-25,51390,53060,50540,52640,951140,VNM
2015-11-26,52640,53060,51800,51800,244790,VNM
2015-11-27,51800,53490,51800,52230,1118240,VNM
2015-11-30,52640,53060,51800,52230,840700,VNM
2015-12-01,52230,52230,50960,51390,1100600,VNM
2015-12-02,50960,52230,50960,51800,411960,VNM
2015-12-03,51800,52230,50960,51800,383750,VNM
2015-12-04,51800,51800,50960,51800,253990,VNM
2015-12-07,51390,51800,50540,50540,354390,VNM
2015-12-08,50540,52640,49700,52640,867200,VNM
2015-12-09,52640,53490,51800,51800,470630,VNM
2015-12-10,51800,52640,51390,51800,252320,VNM
2015-12-11,51800,52640,51390,51800,321070,VNM
2015-12-14,52230,52640,51390,52230,237100,VNM
2015-12-15,52230,53490,52230,53060,710870,VNM
2015-12-16,53490,54340,53060,53910,662390,VNM
2015-12-17,53910,54340,53490,53910,317610,VNM
2015-12-18,53910,54340,53490,53910,315940,VNM
2015-12-21,53910,53910,52640,52640,513240,VNM
2015-12-22,53060,53490,52640,52640,434910,VNM
2015-12-23,52640,52640,51800,52230,293550,VNM
2015-12-24,52230,52640,51800,52640,316110,VNM
2015-12-25,52230,52640,51800,52230,315630,VNM
2015-12-28,52640,53910,52230,53490,821730,VNM
2015-12-29,53490,53490,52640,53490,399590,VNM
2015-12-30,53490,53910,53060,53490,309040,VNM
2015-12-31,53490,54750,53060,53910,688500,VNM
2016-01-04,53490,53910,52640,53060,469320,VNM
2016-01-05,53060,53490,52640,52640,285680,VNM
2016-01-06,52640,53060,52230,53060,250760,VNM
2016-01-07,52640,52640,51390,52230,731010,VNM
2016-01-08,51800,51800,50960,51390,615950,VNM
2016-01-11,50960,51800,50960,50960,407320,VNM
2016-01-12,50960,51800,50960,51800,288070,VNM
2016-01-13,51800,51800,50960,50960,232630,VNM
2016-01-14,50960,51390,50540,50960,338870,VNM
2016-01-15,51390,51800,50540,50540,495560,VNM
2016-01-18,50120,50120,48010,49280,1244120,VNM
2016-01-19,48850,50120,48850,50120,375380,VNM
2016-01-20,49700,50120,49280,49280,313330,VNM
2016-01-21,48850,49700,48440,48850,333300,VNM
2016-01-22,48850,49280,47180,48010,716530,VNM
2016-01-25,48850,49700,48440,49700,325040,VNM
2016-01-26,48850,49280,48010,48440,289980,VNM
2016-01-27,49280,49280,48440,49280,276700,VNM
2016-01-28,48850,49700,48850,48850,249720,VNM
2016-01-29,48850,49280,48440,48850,178270,VNM
2016-02-01,48850,50540,48850,50120,865310,VNM
2016-02-02,49700,50960,49700,50120,251520,VNM
2016-02-03,49700,50960,49700,50960,269870,VNM
2016-02-04,51800,52230,51390,51390,257320,VNM
2016-02-05,51390,52230,51390,52230,204410,VNM
2016-02-15,51390,53060,51390,53060,473520,VNM
2016-02-16,53910,54340,53490,53910,622180,VNM
2016-02-17,55590,56020,54340,54750,2003290,VNM
2016-02-18,55180,55180,53910,54340,833000,VNM
2016-02-19,54750,54750,53910,54340,373060,VNM
2016-02-22,54340,55180,53910,54750,763080,VNM
2016-02-23,55180,55590,54340,54750,873310,VNM
2016-02-24,54750,55180,54340,55180,489650,VNM
2016-02-25,55180,55590,54340,54340,780490,VNM
2016-02-26,54750,54750,53910,54750,538020,VNM
2016-02-29,54750,54750,53910,53910,476190,VNM
2016-03-01,54340,55180,53910,54750,673510,VNM
2016-03-02,55180,55590,54340,55590,817420,VNM
2016-03-03,55590,56020,55180,55180,430930,VNM
2016-03-04,55180,55590,54750,55590,309870,VNM
2016-03-07,55180,56020,55180,55180,598820,VNM
2016-03-08,55180,55590,54750,55180,395200,VNM
2016-03-09,55180,55590,54750,55180,164840,VNM
2016-03-10,55180,55180,54340,55180,494890,VNM
2016-03-11,54750,57280,54750,57280,2205510,VNM
2016-03-14,57280,57700,56440,56850,440820,VNM
2016-03-15,56850,58120,56440,57280,870660,VNM
2016-03-16,57280,58120,56850,57700,376070,VNM
2016-03-17,58120,58970,57700,58120,739970,VNM
2016-03-18,57700,58120,57700,58120,335290,VNM
2016-03-21,57700,58540,56850,56850,539910,VNM
2016-03-22,56850,56850,55590,56020,1036240,VNM
2016-03-23,56020,56850,56020,56440,389980,VNM
2016-03-24,56440,57280,56020,56850,568030,VNM
2016-03-25,56440,56850,55590,56440,597170,VNM
2016-03-28,56440,56850,56020,56850,177060,VNM
2016-03-29,56850,57280,56440,56440,364550,VNM
2016-03-30,56440,57700,56020,57280,645090,VNM
2016-03-31,57280,57700,56440,56440,499710,VNM
2016-04-01,56440,57280,56020,56440,786790,VNM
2016-04-04,56440,56850,56020,56440,260660,VNM
2016-04-05,57280,57700,56850,57700,590930,VNM
2016-04-06,57700,57700,56850,57700,325000,VNM
2016-04-07,57700,59810,57280,59370,2120080,VNM
2016-04-08,59370,60650,58970,60230,1047870,VNM
2016-04-11,60650,61070,60230,60230,815800,VNM
2016-04-12,60230,60650,59810,60230,686480,VNM
2016-04-13,60650,61070,59810,59810,681500,VNM
2016-04-14,59810,60650,59370,59810,671070,VNM
2016-04-15,60230,61070,60230,60230,624610,VNM
2016-04-19,60230,60650,58540,58540,1117610,VNM
2016-04-20,58540,58970,56850,57280,1698460,VNM
2016-04-21,57700,58120,56850,57700,748780,VNM
2016-04-22,57700,59370,57700,58970,938560,VNM
2016-04-25,59810,60230,58540,58540,886480,VNM
2016-04-26,58540,58970,58540,58970,604360,VNM
2016-04-27,59370,59370,58120,58120,557430,VNM
2016-04-28,58540,58540,58120,58120,483970,VNM
2016-04-29,58120,58540,58120,58540,465510,VNM
2016-05-04,58970,60230,58540,59810,833130,VNM
2016-05-05,59810,60650,59810,59810,615970,VNM
2016-05-06,60230,60230,59810,59810,599150,VNM
2016-05-09,61480,61920,60230,60650,1908180,VNM
2016-05-10,60230,60650,59810,60230,357200,VNM
2016-05-11,60230,61480,60230,61480,444790,VNM
2016-05-12,61480,61920,60650,61070,402470,VNM
2016-05-13,61070,61480,60650,60650,329960,VNM
2016-05-16,60650,61920,60650,61480,656960,VNM
2016-05-17,62320,62320,61480,61920,1078900,VNM
2016-05-18,61920,61920,61070,61070,637860,VNM
2016-05-19,61070,61480,60650,61070,377230,VNM
2016-05-20,61480,61920,61070,61480,397920,VNM
2016-05-23,61920,61920,61070,61480,715290,VNM
2016-05-24,61480,61480,61070,61070,476530,VNM
2016-05-25,61070,61480,60650,60650,450900,VNM
2016-05-26,60650,60650,59370,59370,963010,VNM
2016-05-27,59810,60230,59370,60230,332540,VNM
2016-05-30,60230,60230,59370,59810,282620,VNM
2016-05-31,60230,60230,59810,59810,202240,VNM
2016-06-01,59370,59810,58970,59370,622250,VNM
2016-06-02,59370,59810,59370,59370,365590,VNM
2016-06-03,59810,59810,58970,59370,508090,VNM
2016-06-06,59370,59370,58100,58100,661120,VNM
2016-06-07,58100,58530,57670,58530,439670,VNM
2016-06-08,58970,59370,58530,58970,292560,VNM
2016-06-09,58970,58970,58530,58970,199430,VNM
2016-06-10,58970,58970,58100,58530,333760,VNM
2016-06-13,58100,58530,57670,58530,280500,VNM
2016-06-14,58100,58530,57670,58530,175590,VNM
2016-06-15,58100,58970,57670,58530,267060,VNM
2016-06-16,58970,59370,58530,58530,198930,VNM
2016-06-17,58530,58970,58100,58530,208430,VNM
2016-06-20,58530,58970,58100,58530,276920,VNM
2016-06-21,58970,59810,58970,59370,609500,VNM
2016-06-22,59370,59810,58970,59370,276520,VNM
2016-06-23,58970,60240,58970,59810,1145260,VNM
2016-06-24,59810,59810,56400,58530,1764890,VNM
2016-06-27,58100,58530,57250,58530,681400,VNM
2016-06-28,58530,61520,58100,59810,2005670,VNM
2016-06-29,60240,60240,59370,59370,830840,VNM
2016-06-30,59810,60670,59810,60240,687180,VNM
2016-07-01,61100,61520,60670,61100,1171460,VNM
2016-07-04,61520,61950,61100,61950,878780,VNM
2016-07-05,61950,62360,61100,61520,719200,VNM
2016-07-06,61100,61520,60670,61100,401510,VNM
2016-07-07,61100,62810,61100,62810,1355810,VNM
2016-07-08,63230,63660,62360,62810,654500,VNM
2016-07-11,62810,63660,61950,62360,554950,VNM
2016-07-12,62360,62810,61520,62810,644290,VNM
2016-07-13,62810,63230,62360,62810,444730,VNM
2016-07-14,62360,63230,61950,62360,1249220,VNM
2016-07-15,62360,63230,61950,62810,491430,VNM
2016-07-18,63230,64519,62810,64080,1083560,VNM
2016-07-19,64080,66210,64080,65360,1838230,VNM
2016-07-20,65800,67920,64940,67510,1548000,VNM
2016-07-21,68360,69210,66650,67080,1758070,VNM
2016-07-22,67920,67920,64940,66650,2099510,VNM
2016-07-25,67080,67080,65800,65800,551630,VNM
2016-07-26,65800,67510,65360,67080,1021030,VNM
2016-07-27,67510,67920,67080,67510,594750,VNM
2016-07-28,67510,68780,67510,68360,1316550,VNM
2016-07-29,68360,68780,67510,67510,1004950,VNM
2016-08-01,67920,67920,65800,66210,1706560,VNM
2016-08-02,65800,66210,64940,64940,1681750,VNM
2016-08-03,65360,66210,64940,65800,660790,VNM
2016-08-04,66210,67510,65800,66650,1142360,VNM
2016-08-05,66650,67510,66210,67510,839620,VNM
2016-08-08,67510,67920,67080,67510,657180,VNM
2016-08-09,67920,69650,67920,69210,1906470,VNM
2016-08-10,69650,70500,69210,70060,1339110,VNM
2016-08-11,70500,72210,70060,72210,1682430,VNM
2016-08-12,73480,74760,71770,71770,3172710,VNM
2016-08-15,71770,72630,71340,72210,1144990,VNM
2016-08-16,72210,73060,72210,72210,1086530,VNM
2016-08-17,72630,73480,72210,73060,1335230,VNM
2016-08-18,73480,74340,73060,74340,2115570,VNM
2016-08-19,76450,77510,74870,75390,3527830,VNM
2016-08-22,75390,75920,73820,73820,1276220,VNM
2016-08-23,73820,75390,73280,75390,1074520,VNM
2016-08-24,75920,76970,75390,76450,1173980,VNM
2016-08-25,76450,76970,75390,76450,609070,VNM
2016-08-26,75920,76970,75920,76970,961360,VNM
2016-08-29,76970,81720,76970,79610,3289040,VNM
2016-08-30,80140,80660,79090,80140,1752690,VNM
2016-08-31,80660,82250,80660,82250,2108900,VNM
2016-09-01,82250,82250,80140,81190,2630100,VNM
2016-09-05,81190,82250,79610,81190,2682460,VNM
2016-09-06,81190,81190,79090,79090,1732660,VNM
2016-09-07,78550,78550,75390,76970,4166500,VNM
2016-09-08,76450,78020,75920,77510,2287900,VNM
2016-09-09,78020,78020,75390,75390,1741810,VNM
2016-09-12,75920,76870,74290,74450,2182400,VNM
2016-09-13,74450,76870,73340,76400,2425810,VNM
2016-09-14,75920,76170,74980,75920,875800,VNM
2016-09-15,76170,76230,75130,75390,1445440,VNM
2016-09-16,75390,75390,72750,72750,6624630,VNM
